KindOfOperation,KindOfSpace,RoomsAmount,LocationRating,Size,Price,Standard,Floor,City,UserRoomsAmount,UserPrice,UserStandard,UserLocationRating,IsGoodOfert
K,M,4.00,5.00,80.00,241920.00,3.00,8.00,Poznañ,1.00,298368.00,1.00,2.00,1
W,M,2.00,4.00,42.00,5644.80,5.00,8.00,Poznañ,1.00,8467.20,2.00,0.00,1
K,M,4.00,5.00,88.00,378470.40,4.00,10.00,Szczecin,2.00,579532.80,1.00,1.00,1
W,M,5.00,3.00,100.00,10080.00,2.00,6.00,Bydgoszcz,3.00,15120.00,1.00,1.00,1
K,M,4.00,4.00,84.00,460615.68,4.00,9.00,Gdañsk,2.00,501258.24,0.00,2.00,1
K,M,5.00,3.00,110.00,332640.00,4.00,0.00,Szczecin,0.00,532224.00,0.00,1.00,1
K,M,5.00,4.00,90.00,317520.00,2.00,3.00,Kraków,0.00,435456.00,1.00,3.00,1
K,M,4.00,3.00,88.00,518918.40,5.00,10.00,Gdañsk,3.00,558835.20,4.00,0.00,1
K,M,4.00,1.00,88.00,117089.28,4.00,6.00,Kraków,1.00,149022.72,2.00,0.00,1
K,M,5.00,5.00,105.00,771750.00,5.00,7.00,Lublin,0.00,815850.00,1.00,3.00,1
K,M,2.00,4.00,40.00,106444.80,4.00,4.00,Wroc³aw,1.00,158054.40,2.00,2.00,1
K,M,2.00,5.00,42.00,127008.00,3.00,5.00,Gdañsk,1.00,158760.00,2.00,0.00,1
K,M,4.00,2.00,88.00,85155.84,2.00,5.00,£ódŸ,3.00,89886.72,0.00,0.00,1
W,M,4.00,5.00,76.00,20428.80,4.00,2.00,£ódŸ,1.00,30643.20,1.00,4.00,1
W,M,4.00,5.00,84.00,28224.00,5.00,4.00,Bia³ystok,3.00,42336.00,4.00,4.00,1
K,M,4.00,2.00,76.00,79672.32,2.00,3.00,Bia³ystok,3.00,108885.50,0.00,0.00,1
W,M,4.00,5.00,72.00,21772.80,3.00,8.00,Warszawa,1.00,29030.40,2.00,2.00,1
K,M,2.00,3.00,40.00,96768.00,4.00,10.00,Kraków,1.00,118540.80,3.00,1.00,1
K,M,2.00,3.00,42.00,39372.48,2.00,10.00,Gdañsk,1.00,41912.64,1.00,0.00,1
W,M,1.00,4.00,23.00,1854.72,4.00,2.00,Bydgoszcz,0.00,2472.96,0.00,2.00,1
K,M,2.00,3.00,44.00,43908.48,2.00,0.00,Kraków,1.00,62536.32,0.00,1.00,1
K,M,3.00,3.00,63.00,57153.60,2.00,1.00,£ódŸ,2.00,83825.28,0.00,2.00,1
K,M,5.00,2.00,110.00,236544.00,4.00,7.00,Bydgoszcz,0.00,347424.00,2.00,1.00,1
K,M,4.00,4.00,80.00,483840.00,5.00,6.00,Kraków,3.00,516096.00,1.00,3.00,1
K,M,4.00,3.00,72.00,312076.80,5.00,1.00,Bydgoszcz,1.00,333849.60,2.00,0.00,1
K,M,5.00,4.00,90.00,680400.00,5.00,2.00,Lublin,3.00,710640.00,3.00,2.00,1
W,M,4.00,4.00,72.00,11612.16,2.00,3.00,Poznañ,1.00,15482.88,0.00,1.00,1
K,M,3.00,5.00,66.00,419126.40,4.00,6.00,Gdañsk,2.00,498960.00,1.00,3.00,1
K,M,2.00,3.00,42.00,46992.96,3.00,1.00,Bydgoszcz,1.00,54613.44,0.00,0.00,1
K,M,4.00,5.00,76.00,597542.40,3.00,6.00,Warszawa,0.00,689472.00,0.00,2.00,1
K,M,3.00,3.00,66.00,215550.72,4.00,9.00,Gdañsk,1.00,275425.92,3.00,2.00,1
W,M,5.00,1.00,105.00,7938.00,3.00,5.00,Warszawa,2.00,10584.00,0.00,0.00,1
W,M,3.00,5.00,57.00,14364.00,5.00,3.00,Kraków,1.00,21546.00,4.00,1.00,1
K,M,4.00,3.00,76.00,55157.76,1.00,5.00,Lublin,1.00,68947.20,0.00,2.00,1
K,M,4.00,2.00,84.00,144506.88,4.00,1.00,Szczecin,2.00,167086.08,2.00,1.00,1
K,M,5.00,2.00,100.00,186480.00,3.00,0.00,Poznañ,3.00,216720.00,2.00,1.00,1
K,M,4.00,4.00,72.00,232243.20,4.00,1.00,Bydgoszcz,2.00,286433.28,2.00,1.00,1
K,M,1.00,5.00,21.00,13406.40,2.00,8.00,Lublin,0.00,14464.80,0.00,2.00,1
W,M,2.00,4.00,44.00,3548.16,3.00,10.00,Szczecin,0.00,5322.24,1.00,3.00,1
K,M,4.00,5.00,88.00,650496.00,5.00,5.00,Bydgoszcz,2.00,724416.00,0.00,1.00,1
K,M,3.00,5.00,63.00,58741.20,1.00,9.00,Poznañ,0.00,74617.20,0.00,1.00,1
W,M,2.00,5.00,40.00,6720.00,5.00,7.00,Bia³ystok,0.00,10080.00,3.00,4.00,1
K,M,5.00,2.00,100.00,234360.00,3.00,6.00,Wroc³aw,2.00,317520.00,2.00,0.00,1
K,M,4.00,4.00,80.00,163430.40,2.00,0.00,Poznañ,0.00,172032.00,0.00,0.00,1
K,M,5.00,4.00,110.00,532224.00,4.00,10.00,£ódŸ,1.00,591360.00,2.00,1.00,1
K,M,3.00,2.00,66.00,82494.72,4.00,9.00,£ódŸ,0.00,87816.96,3.00,1.00,1
K,M,3.00,4.00,63.00,251475.84,4.00,7.00,Gdañsk,2.00,304819.20,0.00,1.00,1
K,M,5.00,3.00,105.00,773955.00,5.00,3.00,Wroc³aw,2.00,972405.00,3.00,1.00,1
K,M,4.00,5.00,76.00,112869.12,1.00,3.00,Bia³ystok,0.00,142746.24,0.00,1.00,1
W,M,4.00,5.00,80.00,24192.00,3.00,5.00,£ódŸ,3.00,32256.00,0.00,1.00,1
K,M,4.00,5.00,88.00,443520.00,5.00,10.00,Lublin,0.00,547008.00,3.00,1.00,1
K,M,5.00,3.00,100.00,234360.00,3.00,9.00,Szczecin,1.00,294840.00,0.00,0.00,1
K,M,2.00,5.00,36.00,99187.20,4.00,1.00,Lublin,1.00,120960.00,1.00,4.00,1
K,M,4.00,4.00,88.00,113777.66,1.00,2.00,Bia³ystok,0.00,123002.88,0.00,3.00,1
K,M,2.00,2.00,40.00,50319.36,4.00,6.00,Bia³ystok,0.00,58705.92,0.00,0.00,1
W,M,5.00,5.00,110.00,36960.00,4.00,8.00,Bia³ystok,0.00,73920.00,3.00,3.00,1
K,M,2.00,2.00,42.00,57859.20,5.00,0.00,£ódŸ,1.00,70560.00,0.00,1.00,1
W,M,5.00,2.00,110.00,11088.00,2.00,2.00,Bydgoszcz,1.00,14784.00,0.00,1.00,1
W,M,5.00,2.00,110.00,18480.00,5.00,10.00,Wroc³aw,4.00,36960.00,1.00,1.00,1
K,M,3.00,5.00,57.00,155131.20,3.00,2.00,Bydgoszcz,2.00,193914.00,0.00,1.00,1
K,M,2.00,1.00,38.00,17875.20,4.00,3.00,Szczecin,0.00,20428.80,2.00,0.00,1
K,M,2.00,1.00,38.00,14938.56,2.00,3.00,Gdañsk,0.00,17236.80,0.00,0.00,1
K,M,4.00,2.00,76.00,283449.60,5.00,3.00,Kraków,3.00,337075.20,2.00,0.00,1
K,M,4.00,5.00,84.00,321753.60,3.00,2.00,£ódŸ,0.00,355622.40,2.00,2.00,1
W,M,5.00,3.00,95.00,28728.00,4.00,5.00,Kraków,1.00,38304.00,1.00,2.00,1
K,M,2.00,2.00,42.00,52496.64,3.00,2.00,Warszawa,1.00,72817.92,2.00,0.00,1
K,M,2.00,4.00,44.00,119750.40,3.00,4.00,Wroc³aw,0.00,122411.52,1.00,0.00,1
K,M,4.00,1.00,88.00,65640.96,2.00,1.00,Gdañsk,3.00,78059.52,1.00,0.00,1
K,M,5.00,2.00,90.00,57456.00,1.00,0.00,Szczecin,4.00,72576.00,0.00,1.00,1
K,M,5.00,5.00,95.00,221445.00,1.00,2.00,Wroc³aw,2.00,245385.00,0.00,3.00,1
W,M,3.00,3.00,60.00,9072.00,5.00,4.00,Wroc³aw,0.00,18144.00,4.00,0.00,1
W,M,2.00,4.00,38.00,4085.76,4.00,1.00,Warszawa,1.00,8171.52,3.00,2.00,1
W,M,5.00,1.00,95.00,4788.00,3.00,5.00,£ódŸ,4.00,9576.00,2.00,0.00,1
W,M,4.00,2.00,84.00,11289.60,5.00,6.00,Lublin,2.00,16934.40,3.00,1.00,1
W,M,5.00,4.00,95.00,19152.00,3.00,2.00,Bydgoszcz,0.00,38304.00,0.00,3.00,1
W,M,4.00,3.00,72.00,21772.80,5.00,3.00,Gdañsk,0.00,29030.40,0.00,0.00,1
K,M,2.00,4.00,42.00,84672.00,5.00,2.00,Lublin,1.00,107251.20,4.00,2.00,1
K,M,2.00,5.00,38.00,95760.00,5.00,0.00,Bydgoszcz,1.00,159600.00,0.00,4.00,1
W,M,5.00,4.00,90.00,9072.00,1.00,6.00,Warszawa,4.00,12096.00,0.00,3.00,1
W,M,4.00,3.00,72.00,14515.20,5.00,2.00,Poznañ,1.00,21772.80,0.00,2.00,1
W,M,4.00,3.00,80.00,14515.20,3.00,6.00,Lublin,2.00,19353.60,2.00,1.00,1
W,M,3.00,4.00,66.00,13305.60,5.00,4.00,Szczecin,1.00,19958.40,0.00,2.00,1
K,M,2.00,2.00,40.00,120960.00,5.00,0.00,Warszawa,0.00,126336.00,4.00,0.00,1
K,M,4.00,4.00,84.00,568995.84,3.00,9.00,Warszawa,0.00,677376.00,2.00,1.00,1
K,M,5.00,5.00,95.00,762489.00,3.00,10.00,Bia³ystok,0.00,778050.00,0.00,3.00,1
W,M,2.00,4.00,40.00,1075.20,1.00,8.00,Kraków,1.00,1612.80,0.00,1.00,1
K,M,4.00,4.00,72.00,98703.36,1.00,2.00,Wroc³aw,3.00,113218.56,0.00,3.00,1
W,M,2.00,5.00,40.00,8064.00,4.00,1.00,Bia³ystok,1.00,10752.00,2.00,4.00,1
K,M,2.00,5.00,44.00,48787.20,2.00,1.00,Bydgoszcz,0.00,73920.00,1.00,1.00,1
W,M,2.00,4.00,38.00,4085.76,4.00,7.00,£ódŸ,0.00,6128.64,1.00,0.00,1
W,M,5.00,5.00,105.00,44100.00,5.00,5.00,Szczecin,0.00,88200.00,2.00,2.00,1
W,M,5.00,4.00,90.00,30240.00,5.00,10.00,Gdañsk,3.00,45360.00,3.00,1.00,1
W,M,2.00,3.00,40.00,2419.20,3.00,7.00,Wroc³aw,1.00,4838.40,1.00,2.00,1
W,M,2.00,5.00,38.00,1276.80,1.00,0.00,Wroc³aw,1.00,2553.60,0.00,3.00,1
K,M,2.00,4.00,42.00,161441.28,5.00,8.00,Bia³ystok,0.00,172448.64,4.00,2.00,1
K,M,4.00,5.00,76.00,497952.00,5.00,8.00,Bydgoszcz,0.00,600096.00,4.00,1.00,1
K,M,4.00,2.00,72.00,268531.20,5.00,1.00,Wroc³aw,1.00,304819.20,4.00,0.00,1
K,M,5.00,3.00,90.00,503496.00,4.00,6.00,Gdañsk,3.00,571536.00,3.00,2.00,1
W,M,3.00,5.00,60.00,12096.00,4.00,0.00,Warszawa,1.00,18144.00,0.00,3.00,1
K,M,4.00,5.00,76.00,485184.00,5.00,8.00,Poznañ,3.00,497952.00,3.00,1.00,1
W,M,3.00,3.00,54.00,9797.76,4.00,1.00,Lublin,2.00,13063.68,3.00,0.00,1
K,M,5.00,4.00,90.00,290304.00,3.00,9.00,Poznañ,1.00,435456.00,2.00,1.00,1
K,M,3.00,4.00,57.00,220631.04,4.00,10.00,Wroc³aw,2.00,234420.48,2.00,3.00,1
K,M,5.00,5.00,100.00,520800.00,4.00,10.00,Lublin,3.00,537600.00,0.00,1.00,1
W,M,3.00,2.00,57.00,5171.04,3.00,6.00,Kraków,0.00,6894.72,2.00,1.00,1
K,M,2.00,3.00,42.00,78744.96,4.00,8.00,Kraków,0.00,91445.76,3.00,2.00,1
W,M,5.00,4.00,90.00,30240.00,5.00,1.00,Szczecin,0.00,45360.00,0.00,2.00,1
W,M,2.00,5.00,40.00,5376.00,4.00,8.00,Kraków,0.00,8064.00,1.00,2.00,1
W,M,5.00,4.00,105.00,31752.00,3.00,0.00,Warszawa,3.00,42336.00,0.00,0.00,1
K,M,2.00,5.00,36.00,135233.28,4.00,2.00,Bia³ystok,1.00,138378.24,2.00,4.00,1
K,M,2.00,3.00,42.00,79591.68,4.00,1.00,Lublin,0.00,82978.56,2.00,1.00,1
W,M,4.00,3.00,84.00,25401.60,5.00,1.00,Gdañsk,1.00,33868.80,1.00,0.00,1
K,M,3.00,4.00,54.00,168739.20,5.00,1.00,Lublin,1.00,201398.40,0.00,1.00,1
W,M,3.00,4.00,54.00,10886.40,5.00,9.00,Gdañsk,0.00,16329.60,2.00,1.00,1
W,M,5.00,5.00,105.00,44100.00,5.00,0.00,Gdañsk,1.00,88200.00,1.00,0.00,1
K,M,5.00,5.00,110.00,572880.00,4.00,5.00,Bydgoszcz,4.00,720720.00,1.00,0.00,1
K,M,5.00,5.00,95.00,718200.00,3.00,4.00,Wroc³aw,3.00,754110.00,1.00,3.00,1
K,M,5.00,4.00,100.00,665280.00,4.00,4.00,Gdañsk,2.00,685440.00,1.00,2.00,1
W,M,4.00,4.00,76.00,8171.52,2.00,9.00,Wroc³aw,2.00,12257.28,0.00,0.00,1
K,M,4.00,5.00,84.00,620928.00,5.00,3.00,Szczecin,0.00,705600.00,2.00,0.00,1
W,M,4.00,3.00,88.00,14192.64,4.00,10.00,Lublin,1.00,21288.96,0.00,1.00,1
K,M,2.00,5.00,38.00,141086.40,5.00,1.00,Bia³ystok,1.00,178432.80,0.00,0.00,1
K,M,5.00,3.00,110.00,245044.80,2.00,4.00,Bia³ystok,2.00,331531.20,1.00,0.00,1
K,M,4.00,5.00,76.00,446880.00,5.00,1.00,£ódŸ,2.00,600096.00,4.00,4.00,1
W,M,2.00,5.00,42.00,7056.00,5.00,3.00,Bia³ystok,1.00,14112.00,3.00,3.00,1
W,M,1.00,4.00,24.00,967.68,3.00,8.00,Bia³ystok,0.00,1935.36,2.00,1.00,1
W,M,5.00,5.00,105.00,8820.00,1.00,4.00,Szczecin,2.00,13230.00,0.00,1.00,1
K,M,1.00,4.00,22.00,17297.28,3.00,9.00,Bia³ystok,0.00,17873.86,1.00,3.00,1
K,M,3.00,5.00,60.00,532980.00,5.00,0.00,Gdañsk,0.00,544320.00,0.00,1.00,1
K,M,3.00,4.00,57.00,301644.00,5.00,10.00,Wroc³aw,2.00,361972.80,4.00,0.00,1
K,M,3.00,5.00,57.00,355509.00,5.00,10.00,Wroc³aw,0.00,474012.00,3.00,2.00,1
K,M,1.00,2.00,22.00,2439.36,1.00,4.00,Lublin,0.00,2956.80,0.00,0.00,1
W,M,5.00,5.00,110.00,46200.00,5.00,10.00,£ódŸ,2.00,92400.00,4.00,2.00,1
K,M,4.00,5.00,76.00,474969.60,4.00,3.00,Gdañsk,1.00,566899.20,2.00,1.00,1
K,M,4.00,2.00,72.00,166440.96,4.00,2.00,£ódŸ,0.00,185794.56,1.00,1.00,1
K,M,4.00,3.00,72.00,89994.24,2.00,2.00,Poznañ,2.00,107412.48,1.00,0.00,1
K,M,2.00,5.00,36.00,36288.00,2.00,3.00,Bydgoszcz,1.00,38707.20,1.00,1.00,1
K,M,4.00,5.00,76.00,663936.00,5.00,1.00,Bia³ystok,2.00,746928.00,0.00,1.00,1
W,M,5.00,4.00,90.00,27216.00,3.00,7.00,Warszawa,1.00,36288.00,0.00,2.00,1
K,M,5.00,5.00,95.00,574560.00,4.00,7.00,Bydgoszcz,2.00,782040.00,3.00,2.00,1
W,M,5.00,4.00,95.00,47880.00,5.00,9.00,Gdañsk,2.00,63840.00,0.00,2.00,1
K,M,5.00,2.00,100.00,144480.00,2.00,10.00,Szczecin,3.00,161280.00,0.00,0.00,1
W,M,3.00,5.00,57.00,14364.00,5.00,4.00,Szczecin,0.00,28728.00,3.00,1.00,1
W,M,5.00,4.00,100.00,30240.00,3.00,9.00,Lublin,3.00,40320.00,1.00,1.00,1
K,M,5.00,4.00,90.00,1020600.00,5.00,8.00,Gdañsk,3.00,1043280.00,1.00,3.00,1
K,M,4.00,2.00,76.00,214502.40,4.00,10.00,Gdañsk,2.00,281917.44,0.00,1.00,1
W,M,5.00,1.00,110.00,9240.00,5.00,6.00,Poznañ,2.00,18480.00,3.00,0.00,1
W,M,5.00,4.00,90.00,6048.00,1.00,9.00,Poznañ,0.00,9072.00,0.00,1.00,1
W,M,4.00,2.00,76.00,2042.88,1.00,10.00,Gdañsk,3.00,3064.32,0.00,1.00,1
W,M,4.00,3.00,76.00,15321.60,5.00,2.00,Poznañ,2.00,22982.40,1.00,1.00,1
K,M,4.00,3.00,76.00,156280.32,3.00,0.00,£ódŸ,0.00,211438.08,2.00,1.00,1
W,M,4.00,5.00,80.00,5376.00,1.00,8.00,Bia³ystok,2.00,8064.00,0.00,4.00,1
W,M,5.00,5.00,100.00,50400.00,4.00,7.00,Bia³ystok,1.00,67200.00,2.00,0.00,1
W,M,3.00,2.00,54.00,4354.56,4.00,2.00,Bia³ystok,2.00,6531.84,1.00,1.00,1
K,M,5.00,5.00,100.00,945000.00,5.00,2.00,Wroc³aw,3.00,976500.00,3.00,3.00,1
K,M,5.00,1.00,110.00,221760.00,4.00,10.00,Wroc³aw,2.00,260568.00,1.00,0.00,1
W,M,5.00,1.00,95.00,9576.00,4.00,8.00,Kraków,4.00,12768.00,2.00,0.00,1
W,M,5.00,2.00,110.00,14784.00,4.00,6.00,Wroc³aw,4.00,29568.00,0.00,0.00,1
K,M,5.00,4.00,100.00,1008000.00,5.00,0.00,Warszawa,3.00,1108800.00,4.00,3.00,1
K,M,3.00,5.00,66.00,449064.00,5.00,2.00,Gdañsk,2.00,611226.00,3.00,4.00,1
W,M,4.00,4.00,80.00,21504.00,5.00,4.00,Gdañsk,3.00,32256.00,3.00,0.00,1
W,M,5.00,4.00,95.00,19152.00,3.00,7.00,Warszawa,0.00,28728.00,0.00,3.00,1
K,M,3.00,4.00,66.00,279417.60,3.00,9.00,Warszawa,1.00,383201.28,1.00,0.00,1
K,M,1.00,4.00,24.00,34594.56,5.00,3.00,Bia³ystok,0.00,41932.80,1.00,3.00,1
W,M,4.00,4.00,80.00,17203.20,4.00,4.00,Bydgoszcz,3.00,34406.40,0.00,1.00,1
W,M,4.00,4.00,72.00,5806.08,1.00,5.00,Gdañsk,0.00,7741.44,0.00,1.00,1
K,M,2.00,2.00,36.00,23950.08,3.00,6.00,£ódŸ,1.00,33384.96,0.00,1.00,1
W,M,4.00,3.00,76.00,3064.32,1.00,1.00,Bydgoszcz,1.00,6128.64,0.00,2.00,1
W,M,4.00,3.00,80.00,12902.40,4.00,0.00,£ódŸ,3.00,19353.60,2.00,1.00,1
W,M,4.00,5.00,88.00,35481.60,4.00,7.00,Lublin,3.00,47308.80,1.00,0.00,1
K,M,4.00,5.00,72.00,159667.20,2.00,10.00,Lublin,3.00,203212.80,1.00,4.00,1
W,M,5.00,5.00,100.00,8400.00,1.00,5.00,Kraków,1.00,16800.00,0.00,3.00,1
K,M,5.00,3.00,100.00,403200.00,4.00,10.00,Poznañ,3.00,413280.00,3.00,1.00,1
K,M,1.00,4.00,23.00,12055.68,2.00,8.00,Bia³ystok,0.00,18485.38,0.00,0.00,1
W,M,4.00,5.00,88.00,26611.20,3.00,10.00,Gdañsk,2.00,35481.60,1.00,0.00,1
K,M,4.00,5.00,84.00,330220.80,3.00,9.00,Poznañ,0.00,372556.80,2.00,0.00,1
K,M,5.00,5.00,110.00,686070.00,3.00,10.00,Gdañsk,2.00,997920.00,1.00,2.00,1
W,M,2.00,3.00,44.00,2661.12,2.00,4.00,Lublin,0.00,3548.16,1.00,1.00,1
K,M,4.00,3.00,76.00,262918.66,4.00,2.00,Bia³ystok,0.00,350558.21,3.00,0.00,1
K,M,4.00,5.00,76.00,459648.00,4.00,0.00,Gdañsk,3.00,566899.20,0.00,4.00,1
W,M,3.00,4.00,57.00,2298.24,1.00,5.00,Kraków,0.00,3447.36,0.00,0.00,1
W,M,3.00,5.00,66.00,9979.20,3.00,2.00,Kraków,0.00,19958.40,1.00,3.00,1
K,M,4.00,4.00,84.00,325140.48,3.00,4.00,Wroc³aw,2.00,508032.00,2.00,1.00,1
K,M,4.00,4.00,76.00,439219.20,5.00,8.00,Bydgoszcz,1.00,490291.20,2.00,2.00,1
K,M,2.00,5.00,44.00,177408.00,5.00,0.00,Kraków,0.00,194040.00,0.00,2.00,1
K,M,3.00,4.00,57.00,110315.52,3.00,9.00,Bydgoszcz,0.00,155131.20,1.00,3.00,1
W,M,4.00,5.00,88.00,29568.00,5.00,6.00,Gdañsk,0.00,44352.00,0.00,2.00,1
K,M,4.00,4.00,84.00,758661.12,4.00,7.00,Warszawa,1.00,903168.00,1.00,2.00,1
K,M,3.00,5.00,66.00,429105.60,3.00,6.00,Warszawa,1.00,488980.80,0.00,1.00,1
K,M,5.00,5.00,100.00,693000.00,5.00,0.00,Lublin,2.00,1029000.00,1.00,0.00,1
W,M,5.00,5.00,95.00,47880.00,4.00,4.00,Warszawa,3.00,63840.00,1.00,4.00,1
W,M,2.00,3.00,42.00,4233.60,5.00,8.00,£ódŸ,1.00,6350.40,0.00,1.00,1
K,M,4.00,3.00,84.00,251475.84,3.00,4.00,Gdañsk,2.00,289578.24,1.00,0.00,1
W,M,2.00,4.00,42.00,6773.76,4.00,2.00,Wroc³aw,1.00,9031.68,0.00,3.00,1
K,M,2.00,1.00,38.00,5745.60,1.00,9.00,Kraków,0.00,7469.28,0.00,0.00,1
W,M,4.00,1.00,84.00,4515.84,4.00,9.00,£ódŸ,2.00,9031.68,2.00,0.00,1
K,M,5.00,5.00,105.00,1203930.00,5.00,3.00,Bia³ystok,2.00,1347255.00,1.00,0.00,1
K,M,3.00,3.00,57.00,163749.60,5.00,5.00,£ódŸ,2.00,193914.00,4.00,2.00,1
W,M,3.00,3.00,66.00,8981.28,3.00,3.00,Szczecin,1.00,11975.04,1.00,1.00,1
W,M,4.00,3.00,72.00,11612.16,4.00,7.00,Kraków,3.00,17418.24,0.00,0.00,1
K,M,5.00,4.00,90.00,399168.00,2.00,7.00,Warszawa,4.00,508032.00,1.00,2.00,1
K,M,5.00,3.00,110.00,548856.00,4.00,6.00,Wroc³aw,1.00,582120.00,2.00,2.00,1
K,M,2.00,5.00,40.00,114912.00,3.00,9.00,Wroc³aw,1.00,130032.00,1.00,2.00,1
W,M,2.00,4.00,44.00,4730.88,4.00,10.00,Szczecin,1.00,9461.76,1.00,2.00,1
K,M,3.00,5.00,63.00,166698.00,3.00,2.00,Lublin,1.00,195274.80,1.00,1.00,1
K,M,3.00,3.00,66.00,214552.80,5.00,6.00,Szczecin,1.00,224532.00,2.00,1.00,1
W,M,2.00,5.00,38.00,6384.00,5.00,10.00,Wroc³aw,0.00,9576.00,4.00,1.00,1
W,M,4.00,1.00,88.00,5913.60,5.00,10.00,Bydgoszcz,1.00,8870.40,3.00,0.00,1
W,M,2.00,4.00,42.00,5644.80,5.00,6.00,Lublin,1.00,8467.20,1.00,2.00,1
W,M,2.00,5.00,38.00,7660.80,4.00,9.00,Kraków,0.00,10214.40,3.00,0.00,1
W,M,3.00,4.00,63.00,12700.80,5.00,4.00,Gdañsk,2.00,25401.60,4.00,3.00,1
K,M,5.00,2.00,95.00,295260.00,5.00,7.00,Lublin,4.00,383040.00,2.00,1.00,1
K,M,5.00,3.00,95.00,336117.60,3.00,3.00,Bia³ystok,1.00,438820.20,1.00,0.00,1
K,M,4.00,4.00,88.00,165580.80,2.00,10.00,£ódŸ,0.00,170311.68,0.00,0.00,1
W,M,3.00,4.00,66.00,19958.40,5.00,3.00,£ódŸ,2.00,26611.20,2.00,3.00,1
W,M,5.00,3.00,110.00,16632.00,3.00,1.00,£ódŸ,0.00,33264.00,2.00,0.00,1
W,M,5.00,4.00,110.00,29568.00,4.00,2.00,Wroc³aw,2.00,59136.00,3.00,2.00,1
W,M,5.00,1.00,100.00,8400.00,5.00,0.00,Bia³ystok,4.00,12600.00,2.00,0.00,1
W,M,5.00,4.00,95.00,19152.00,3.00,10.00,Szczecin,2.00,28728.00,0.00,1.00,1
K,M,3.00,2.00,54.00,33747.84,2.00,6.00,Szczecin,2.00,54432.00,0.00,1.00,1
W,M,5.00,5.00,100.00,50400.00,4.00,5.00,Bia³ystok,2.00,67200.00,3.00,1.00,1
K,M,3.00,5.00,57.00,103420.80,2.00,7.00,£ódŸ,1.00,129276.00,0.00,4.00,1
W,M,3.00,5.00,66.00,16632.00,5.00,7.00,£ódŸ,2.00,24948.00,4.00,4.00,1
W,M,3.00,5.00,57.00,11491.20,4.00,7.00,Szczecin,2.00,17236.80,0.00,4.00,1
K,M,3.00,4.00,63.00,157489.92,4.00,7.00,£ódŸ,2.00,223534.08,2.00,3.00,1
K,M,2.00,4.00,38.00,99590.40,5.00,7.00,Lublin,0.00,104697.60,4.00,2.00,1
W,M,5.00,3.00,90.00,18144.00,4.00,8.00,Lublin,4.00,36288.00,1.00,1.00,1
W,M,5.00,3.00,100.00,25200.00,5.00,9.00,Poznañ,0.00,50400.00,3.00,2.00,1
W,M,4.00,2.00,72.00,2903.04,1.00,0.00,Wroc³aw,2.00,3870.72,0.00,1.00,1
K,M,2.00,2.00,44.00,66528.00,5.00,2.00,Gdañsk,0.00,93139.20,4.00,1.00,1
K,M,5.00,5.00,110.00,498960.00,3.00,0.00,Bydgoszcz,0.00,637560.00,1.00,1.00,1
W,M,2.00,5.00,42.00,2116.80,1.00,3.00,Kraków,1.00,2822.40,0.00,0.00,1
K,M,2.00,3.00,38.00,39070.08,3.00,8.00,Lublin,0.00,55157.76,1.00,2.00,1
K,M,2.00,4.00,36.00,85155.84,4.00,7.00,Szczecin,1.00,96768.00,2.00,3.00,1
K,M,5.00,5.00,100.00,1276800.00,4.00,0.00,Warszawa,2.00,1310400.00,3.00,2.00,1
W,M,5.00,4.00,100.00,26880.00,4.00,4.00,Kraków,1.00,53760.00,0.00,3.00,1
W,M,4.00,5.00,88.00,23654.40,4.00,9.00,Warszawa,0.00,47308.80,3.00,0.00,1
W,M,2.00,2.00,38.00,2553.60,5.00,0.00,Warszawa,1.00,3830.40,1.00,1.00,1
K,M,1.00,3.00,25.00,27027.00,5.00,7.00,Bia³ystok,0.00,32760.00,1.00,2.00,1
W,M,4.00,2.00,76.00,4085.76,2.00,1.00,Wroc³aw,1.00,6128.64,1.00,0.00,1
W,M,5.00,5.00,100.00,25200.00,2.00,10.00,Kraków,1.00,33600.00,0.00,1.00,1
K,M,5.00,5.00,110.00,457380.00,3.00,0.00,Lublin,1.00,554400.00,1.00,0.00,1
W,M,5.00,3.00,100.00,15120.00,3.00,5.00,Warszawa,3.00,30240.00,2.00,0.00,1
K,M,5.00,2.00,100.00,282240.00,2.00,2.00,Warszawa,3.00,315840.00,1.00,1.00,1
K,M,3.00,4.00,66.00,246153.60,5.00,0.00,Poznañ,2.00,299376.00,3.00,1.00,1
W,M,3.00,5.00,54.00,8164.80,3.00,10.00,Kraków,1.00,12247.20,1.00,4.00,1
W,M,4.00,5.00,76.00,20428.80,4.00,4.00,Bydgoszcz,1.00,40857.60,0.00,3.00,1
K,M,4.00,3.00,88.00,399168.00,5.00,10.00,Lublin,1.00,416908.80,2.00,1.00,1
K,M,4.00,1.00,72.00,79833.60,5.00,2.00,Bydgoszcz,1.00,120960.00,0.00,0.00,1
K,M,4.00,1.00,88.00,146065.92,5.00,3.00,Bia³ystok,1.00,184504.32,1.00,0.00,1
K,M,5.00,5.00,110.00,512820.00,3.00,2.00,Poznañ,0.00,526680.00,2.00,3.00,1
W,M,3.00,5.00,57.00,8618.40,2.00,5.00,Gdañsk,2.00,11491.20,0.00,4.00,1
W,M,1.00,4.00,23.00,927.36,3.00,7.00,Lublin,0.00,1854.72,0.00,1.00,1
W,M,3.00,5.00,57.00,11491.20,4.00,10.00,Warszawa,1.00,17236.80,0.00,2.00,1
